Year,Region,Technology,value
2050,FR,CoalCHPPlant,41.280907500000005
2020,NO,CoalCHPPlant,0.0
2030,NO,CoalCHPPlant,-0.0
2040,NO,CoalCHPPlant,-0.0
2050,NO,CoalCHPPlant,-0.0
2020,DK,CoalCHPPlant,10.0
2030,DK,CoalCHPPlant,7.5
2040,DK,CoalCHPPlant,1.875
2050,DK,CoalCHPPlant,-0.0
2020,UK,CoalCHPPlant,100.0
2030,UK,CoalCHPPlant,96.18525
2040,UK,CoalCHPPlant,100.9945125
2050,UK,CoalCHPPlant,106.04423812499999
2020,DE,GasCHPPlant,200.0
2030,DE,GasCHPPlant,198.639
2040,DE,GasCHPPlant,208.57095
2050,DE,GasCHPPlant,218.99949750000002
2020,FR,GasCHPPlant,12.0
2030,FR,GasCHPPlant,10.827
2040,FR,GasCHPPlant,4.077
2050,FR,GasCHPPlant,1.827
2020,NO,GasCHPPlant,12.0
2030,NO,GasCHPPlant,11.102
2040,NO,GasCHPPlant,11.6571
2050,NO,GasCHPPlant,12.239955
2020,DK,GasCHPPlant,25.0
2030,DK,GasCHPPlant,33.39000000000001
2040,DK,GasCHPPlant,36.4707
2050,DK,GasCHPPlant,38.294235
2020,UK,GasCHPPlant,20.0
2030,UK,GasCHPPlant,15.0
2040,UK,GasCHPPlant,3.75
2050,UK,GasCHPPlant,-0.0
2020,DE,Power2Gas,27.0
2030,DE,Power2Gas,30.0
2040,DE,Power2Gas,44.797580889219304
2050,DE,Power2Gas,56.13699935384506
2020,FR,Power2Gas,18.0
2030,FR,Power2Gas,22.916666666666664
2040,FR,Power2Gas,30.250368149730924
2050,FR,Power2Gas,48.832949672075046
2020,NO,Power2Gas,8.0
2030,NO,Power2Gas,6.462961225499999
2040,NO,Power2Gas,10.435787668
2050,NO,Power2Gas,8.035787668
2020,DK,Power2Gas,9.0
2030,DK,Power2Gas,9.632221418589184
2040,DK,Power2Gas,20.4952477155
2050,DK,Power2Gas,17.7952477155
2020,UK,Power2Gas,15.0
2030,UK,Power2Gas,17.67428399083333
2040,UK,Power2Gas,31.982746779453173
2050,UK,Power2Gas,27.482746779453173
2020,DE,H2Car,-0.0
2030,DE,H2Car,-0.0
2040,DE,H2Car,0.0
2050,DE,H2Car,0.0
2020,FR,H2Car,-0.0
2030,FR,H2Car,-0.0
2040,FR,H2Car,0.0
2050,FR,H2Car,0.0
2020,NO,H2Car,0.0
2030,NO,H2Car,0.0
2040,NO,H2Car,0.0
2050,NO,H2Car,0.0
2020,DK,H2Car,0.0
2030,DK,H2Car,0.0
2040,DK,H2Car,0.0
2050,DK,H2Car,0.0
2020,UK,H2Car,-0.0
2030,UK,H2Car,0.0
2040,UK,H2Car,0.0
2050,UK,H2Car,0.0
2020,DE,BEV,0.0
2030,DE,BEV,0.0
2040,DE,BEV,-0.0
2050,DE,BEV,12.624388224179482
2020,FR,BEV,14.971500000000002
2030,FR,BEV,11.471500000000002
2040,FR,BEV,5.25
2050,FR,BEV,31.04105875
2020,NO,BEV,0.0
2030,NO,BEV,0.0
2040,NO,BEV,0.0
2050,NO,BEV,2.7503503499999997
2020,DK,BEV,0.0
2030,DK,BEV,0.0
2040,DK,BEV,0.0
2050,DK,BEV,5.587390575000001
2020,UK,BEV,18.369
2030,UK,BEV,17.702264836370524
2040,UK,BEV,13.538026464524236
2050,UK,BEV,27.936952875
2020,DE,LPGCar,25.0
2030,DE,LPGCar,28.1658
2040,DE,LPGCar,32.39067
2050,DE,LPGCar,37.2492705
2020,FR,LPGCar,16.0
2030,FR,LPGCar,21.9305
2040,FR,LPGCar,25.220075
2050,FR,LPGCar,29.00308625
2020,NO,LPGCar,4.0
2030,NO,LPGCar,3.8727975000000003
2040,NO,LPGCar,4.453717125000001
2050,NO,LPGCar,4.78550923125
2020,DK,LPGCar,4.0
2030,DK,LPGCar,4.22487
2040,DK,LPGCar,4.8586005000000005
2050,DK,LPGCar,3.6337305000000004
2020,UK,LPGCar,13.0
2030,UK,LPGCar,14.5442084892
2040,UK,LPGCar,17.020575
2050,UK,LPGCar,15.333325963411829
2020,DE,BiomassGenerator,20.0
2030,DE,BiomassGenerator,15.0
2040,DE,BiomassGenerator,7.5
2050,DE,BiomassGenerator,0.0
2020,FR,BiomassGenerator,10.0
2030,FR,BiomassGenerator,7.5
2040,FR,BiomassGenerator,3.75
2050,FR,BiomassGenerator,0.0
2020,NO,BiomassGenerator,5.0
2030,NO,BiomassGenerator,3.75
2040,NO,BiomassGenerator,1.875
2050,NO,BiomassGenerator,0.0
2020,DK,BiomassGenerator,5.0
2030,DK,BiomassGenerator,3.75
2040,DK,BiomassGenerator,1.875
2050,DK,BiomassGenerator,0.0
2020,UK,BiomassGenerator,10.0
2030,UK,BiomassGenerator,7.5
2040,UK,BiomassGenerator,3.75
2050,UK,BiomassGenerator,0.0
2020,DE,BECCS,0.0
2030,DE,BECCS,0.0
2040,DE,BECCS,0.0
2050,DE,BECCS,0.0
2020,FR,BECCS,0.0
2030,FR,BECCS,0.0
2040,FR,BECCS,0.0
2050,FR,BECCS,0.0
2020,NO,BECCS,0.0
2030,NO,BECCS,0.0
2040,NO,BECCS,0.0
2050,NO,BECCS,0.0
2020,DK,BECCS,0.0
2030,DK,BECCS,0.0
2040,DK,BECCS,0.0
2050,DK,BECCS,0.0
2020,UK,BECCS,0.0
2030,UK,BECCS,0.0
2040,UK,BECCS,0.0
2050,UK,BECCS,0.0
2020,DE,WindOnshore,65.0
2030,DE,WindOnshore,82.0
2040,DE,WindOnshore,99.0
2050,DE,WindOnshore,130.0
2020,FR,WindOnshore,84.0
2030,FR,WindOnshore,106.0
2040,FR,WindOnshore,140.0
2050,FR,WindOnshore,180.0
2020,NO,WindOnshore,26.0
2030,NO,WindOnshore,33.0
2040,NO,WindOnshore,39.0
2050,NO,WindOnshore,42.007685946095165
2020,DK,WindOnshore,39.0
2030,DK,WindOnshore,49.0
2040,DK,WindOnshore,59.0
2050,DK,WindOnshore,44.375
2020,UK,WindOnshore,90.0
2030,UK,WindOnshore,113.0
2040,UK,WindOnshore,151.0
2050,UK,WindOnshore,210.0
2020,DE,ElectricHeater,0.0
2030,DE,ElectricHeater,-0.0
2040,DE,ElectricHeater,-0.0
2050,DE,ElectricHeater,0.0
2020,FR,ElectricHeater,-0.0
2030,FR,ElectricHeater,-0.0
2040,FR,ElectricHeater,0.0
2050,FR,ElectricHeater,0.0
2020,NO,ElectricHeater,0.0
2030,NO,ElectricHeater,0.0
2040,NO,ElectricHeater,0.0
2050,NO,ElectricHeater,-0.0
2020,DK,ElectricHeater,-0.0
2030,DK,ElectricHeater,-0.0
2040,DK,ElectricHeater,-0.0
2050,DK,ElectricHeater,-0.0
2020,UK,ElectricHeater,0.0
2030,UK,ElectricHeater,0.0
2040,UK,ElectricHeater,-0.0
2050,UK,ElectricHeater,0.0
2020,DE,WindOffshore,13.0
2030,DE,WindOffshore,21.0
2040,DE,WindOffshore,32.0
2050,DE,WindOffshore,45.0
2020,FR,WindOffshore,6.0
2030,FR,WindOffshore,11.0
2040,FR,WindOffshore,25.0
2050,FR,WindOffshore,24.0
2020,NO,WindOffshore,-0.0
2030,NO,WindOffshore,5.0
2040,NO,WindOffshore,8.0
2050,NO,WindOffshore,30.0
2020,DK,WindOffshore,-0.0
2030,DK,WindOffshore,7.0
2040,DK,WindOffshore,12.0
2050,DK,WindOffshore,19.915291350398487
2020,UK,WindOffshore,4.0
2030,UK,WindOffshore,7.0
2040,UK,WindOffshore,20.0
2050,UK,WindOffshore,30.0
